Method,Metric,Seed,Split,Task,Metric Name
BioBERT,0.770839891847044,5,complex_disease,indication,AUROC
BioBERT,0.11890133836638649,5,complex_disease,indication,Recall@100
BioBERT,0.7605404313621079,5,complex_disease,indication,Avg Rank
BioBERT,0.006764705882352942,5,complex_disease,indication,Precision@100
BioBERT,0.004411764705882354,5,complex_disease,indication,Precision@10
BioBERT,0.006802369041458225,5,complex_disease,indication,Precision@K
TxGNN,0.9198004839112972,5,complex_disease,indication,AUPRC
TxGNN,0.9143396814842493,5,complex_disease,indication,AUROC
TxGNN,0.36622938835194463,5,complex_disease,indication,Recall@100
TxGNN,0.7572091206973749,5,complex_disease,indication,Avg Rank
TxGNN,0.04,5,complex_disease,indication,Precision@100
TxGNN,0.09852941176470587,5,complex_disease,indication,Precision@10
TxGNN,0.08625544527533548,5,complex_disease,indication,Precision@K
Proximity,0.4800995042655761,5,complex_disease,indication,AUPRC
Proximity,0.4992983003274598,5,complex_disease,indication,AUROC
Proximity,0.00673987605795006,5,complex_disease,indication,Recall@100
Proximity,0.5455245997634975,5,complex_disease,indication,Avg Rank
Proximity,0.001323529411764706,5,complex_disease,indication,Precision@100
Proximity,0.0014705882352941176,5,complex_disease,indication,Precision@10
Proximity,0.0011598389355742297,5,complex_disease,indication,Precision@K
DSD-min,0.5157183126542293,1,cell_proliferation,indication,AUPRC
DSD-min,0.5205274531204581,1,cell_proliferation,indication,AUROC
DSD-min,0.009248141564318035,1,cell_proliferation,indication,Recall@100
DSD-min,0.5107379808224494,1,cell_proliferation,indication,Avg Rank
DSD-min,0.0006875,1,cell_proliferation,indication,Precision@100
DSD-min,0.000625,1,cell_proliferation,indication,Precision@10
DSD-min,0.0005952380952380952,1,cell_proliferation,indication,Precision@K
KL-min,0.5059471589801202,1,cell_proliferation,indication,AUPRC
KL-min,0.5038433271723094,1,cell_proliferation,indication,AUROC
KL-min,0.010857261610938081,1,cell_proliferation,indication,Recall@100
KL-min,0.5165923454334347,1,cell_proliferation,indication,Avg Rank
KL-min,0.0008750000000000001,1,cell_proliferation,indication,Precision@100
KL-min,0.0025,1,cell_proliferation,indication,Precision@10
KL-min,0.004325980392156863,1,cell_proliferation,indication,Precision@K
JS-min,0.49490029390070134,1,cell_proliferation,indication,AUPRC
JS-min,0.48779541378497104,1,cell_proliferation,indication,AUROC
JS-min,0.01663523363891011,1,cell_proliferation,indication,Recall@100
JS-min,0.489157396414042,1,cell_proliferation,indication,Avg Rank
JS-min,0.0008125000000000001,1,cell_proliferation,indication,Precision@100
JS-min,0.00125,1,cell_proliferation,indication,Precision@10
JS-min,0.0024999999999999996,1,cell_proliferation,indication,Precision@K
HGT,0.6460480263806723,1,cell_proliferation,indication,AUPRC
HGT,0.6973177607511696,1,cell_proliferation,indication,AUROC
HGT,0.05210497835497836,1,cell_proliferation,indication,Recall@100
HGT,0.37631979766890244,1,cell_proliferation,indication,Avg Rank
HGT,0.0018750000000000004,1,cell_proliferation,indication,Precision@100
HGT,0.005,1,cell_proliferation,indication,Precision@10
HGT,0.007329545454545454,1,cell_proliferation,indication,Precision@K
HAN,0.5997117122835303,1,cell_proliferation,indication,AUPRC
HAN,0.6476383350975435,1,cell_proliferation,indication,AUROC
HAN,0.15134948905261406,1,cell_proliferation,indication,Recall@100
HAN,0.6314211758962649,1,cell_proliferation,indication,Avg Rank
HAN,0.004625,1,cell_proliferation,indication,Precision@100
HAN,0.004375,1,cell_proliferation,indication,Precision@10
HAN,0.009615384615384616,1,cell_proliferation,indication,Precision@K
RGCN,0.47271448887191203,1,cell_proliferation,indication,AUPRC
RGCN,0.49468543128081655,1,cell_proliferation,indication,AUROC
RGCN,0.09172600258537758,1,cell_proliferation,indication,Recall@100
RGCN,0.743109396679395,1,cell_proliferation,indication,Avg Rank
RGCN,0.0017500000000000003,1,cell_proliferation,indication,Precision@100
RGCN,0.000625,1,cell_proliferation,indication,Precision@10
RGCN,0.0,1,cell_proliferation,indication,Precision@K
BioBERT,0.8349347575705328,1,cell_proliferation,indication,AUPRC
BioBERT,0.850974063368965,1,cell_proliferation,indication,AUROC
BioBERT,0.09766414712738243,1,cell_proliferation,indication,Recall@100
BioBERT,0.7964296211768574,1,cell_proliferation,indication,Avg Rank
BioBERT,0.00625,1,cell_proliferation,indication,Precision@100
BioBERT,0.0043749999999999995,1,cell_proliferation,indication,Precision@10
BioBERT,0.004774698340874812,1,cell_proliferation,indication,Precision@K
TxGNN,0.9261031337354306,1,cell_proliferation,indication,AUPRC
TxGNN,0.924074063917424,1,cell_proliferation,indication,AUROC
TxGNN,0.36521733733314615,1,cell_proliferation,indication,Recall@100
TxGNN,0.7348286705015272,1,cell_proliferation,indication,Avg Rank
TxGNN,0.0234375,1,cell_proliferation,indication,Precision@100
TxGNN,0.044375,1,cell_proliferation,indication,Precision@10
TxGNN,0.03645250956831839,1,cell_proliferation,indication,Precision@K
Proximity,0.47423965842735505,1,cell_proliferation,indication,AUPRC
Proximity,0.49924449758403766,1,cell_proliferation,indication,AUROC
Proximity,0.0034811496714070244,1,cell_proliferation,indication,Recall@100
Proximity,0.5545905768026412,1,cell_proliferation,indication,Avg Rank
Proximity,0.000625,1,cell_proliferation,indication,Precision@100
Proximity,0.0,1,cell_proliferation,indication,Precision@10
Proximity,0.0003676470588235294,1,cell_proliferation,indication,Precision@K
DSD-min,0.5048015988349388,2,cell_proliferation,indication,AUPRC
DSD-min,0.5073301559269233,2,cell_proliferation,indication,AUROC
DSD-min,0.008173331298331298,2,cell_proliferation,indication,Recall@100
DSD-min,0.49037459676187767,2,cell_proliferation,indication,Avg Rank
DSD-min,0.0006249999999999999,2,cell_proliferation,indication,Precision@100
DSD-min,0.00125,2,cell_proliferation,indication,Precision@10
DSD-min,0.000538003663003663,2,cell_proliferation,indication,Precision@K
KL-min,0.5120800486231772,2,cell_proliferation,indication,AUPRC
KL-min,0.5126378689073049,2,cell_proliferation,indication,AUROC
KL-min,0.0177630988292753,2,cell_proliferation,indication,Recall@100
KL-min,0.5164632031627956,2,cell_proliferation,indication,Avg Rank
KL-min,0.0008125000000000001,2,cell_proliferation,indication,Precision@100
KL-min,0.00125,2,cell_proliferation,indication,Precision@10
KL-min,0.0009056507218271923,2,cell_proliferation,indication,Precision@K
JS-min,0.49478262549149976,2,cell_proliferation,indication,AUPRC
JS-min,0.5011133719814183,2,cell_proliferation,indication,AUROC
JS-min,0.012548736802413274,2,cell_proliferation,indication,Recall@100
JS-min,0.48337185438005487,2,cell_proliferation,indication,Avg Rank
JS-min,0.0005625000000000001,2,cell_proliferation,indication,Precision@100
JS-min,0.000625,2,cell_proliferation,indication,Precision@10
JS-min,0.00025,2,cell_proliferation,indication,Precision@K
HGT,0.5035128805620609,2,cell_proliferation,indication,AUPRC
HGT,0.5035128805620609,2,cell_proliferation,indication,AUROC
HGT,0.0,2,cell_proliferation,indication,Recall@100
HGT,0.5526471501163234,2,cell_proliferation,indication,Avg Rank
HGT,0.0,2,cell_proliferation,indication,Precision@100
HGT,0.0,2,cell_proliferation,indication,Precision@10
HGT,0.0,2,cell_proliferation,indication,Precision@K
HAN,0.6528840332957294,2,cell_proliferation,indication,AUPRC
HAN,0.6748062568214601,2,cell_proliferation,indication,AUROC
HAN,0.2000069195850446,2,cell_proliferation,indication,Recall@100
HAN,0.7092395550430852,2,cell_proliferation,indication,Avg Rank
HAN,0.007062499999999999,2,cell_proliferation,indication,Precision@100
HAN,0.00625,2,cell_proliferation,indication,Precision@10
HAN,0.004543414918414919,2,cell_proliferation,indication,Precision@K
RGCN,0.47247153424682575,2,cell_proliferation,indication,AUPRC
RGCN,0.4945880797898305,2,cell_proliferation,indication,AUROC
RGCN,0.09456760797753444,2,cell_proliferation,indication,Recall@100
RGCN,0.7429376955034586,2,cell_proliferation,indication,Avg Rank
RGCN,0.0019375,2,cell_proliferation,indication,Precision@100
RGCN,0.000625,2,cell_proliferation,indication,Precision@10
RGCN,0.0,2,cell_proliferation,indication,Precision@K
BioBERT,0.8349347575705328,2,cell_proliferation,indication,AUPRC
BioBERT,0.850974063368965,2,cell_proliferation,indication,AUROC
BioBERT,0.09766414712738243,2,cell_proliferation,indication,Recall@100
BioBERT,0.7964296211768574,2,cell_proliferation,indication,Avg Rank
BioBERT,0.00625,2,cell_proliferation,indication,Precision@100
BioBERT,0.0043749999999999995,2,cell_proliferation,indication,Precision@10
BioBERT,0.004774698340874812,2,cell_proliferation,indication,Precision@K
TxGNN,0.9237591781279592,2,cell_proliferation,indication,AUPRC
TxGNN,0.9235777084281711,2,cell_proliferation,indication,AUROC
TxGNN,0.3613670895417219,2,cell_proliferation,indication,Recall@100
TxGNN,0.7595878837195199,2,cell_proliferation,indication,Avg Rank
TxGNN,0.023312500000000003,2,cell_proliferation,indication,Precision@100
TxGNN,0.04687500000000001,2,cell_proliferation,indication,Precision@10
TxGNN,0.03444671664800341,2,cell_proliferation,indication,Precision@K
Proximity,0.4767375922965835,2,cell_proliferation,indication,AUPRC
Proximity,0.5026332892737853,2,cell_proliferation,indication,AUROC
Proximity,0.00245326976944624,2,cell_proliferation,indication,Recall@100
Proximity,0.5454806967903723,2,cell_proliferation,indication,Avg Rank
Proximity,0.00043750000000000006,2,cell_proliferation,indication,Precision@100
Proximity,0.0,2,cell_proliferation,indication,Precision@10
Proximity,0.0,2,cell_proliferation,indication,Precision@K
DSD-min,0.5219571057971526,3,cell_proliferation,indication,AUPRC
DSD-min,0.5163523081901398,3,cell_proliferation,indication,AUROC
DSD-min,0.0038392857142857144,3,cell_proliferation,indication,Recall@100
DSD-min,0.5066222248040064,3,cell_proliferation,indication,Avg Rank
DSD-min,0.0003125,3,cell_proliferation,indication,Precision@100
DSD-min,0.0,3,cell_proliferation,indication,Precision@10
DSD-min,0.0,3,cell_proliferation,indication,Precision@K
KL-min,0.5144709706282922,3,cell_proliferation,indication,AUPRC
KL-min,0.5219808697464474,3,cell_proliferation,indication,AUROC
KL-min,0.006878203631880103,3,cell_proliferation,indication,Recall@100
KL-min,0.49467708335549354,3,cell_proliferation,indication,Avg Rank
KL-min,0.000625,3,cell_proliferation,indication,Precision@100
KL-min,0.000625,3,cell_proliferation,indication,Precision@10
KL-min,0.0008928571428571428,3,cell_proliferation,indication,Precision@K
JS-min,0.5153093616257781,3,cell_proliferation,indication,AUPRC
JS-min,0.4977855963670069,3,cell_proliferation,indication,AUROC
JS-min,0.01501028601028601,3,cell_proliferation,indication,Recall@100
JS-min,0.5156810483949367,3,cell_proliferation,indication,Avg Rank
JS-min,0.0008125000000000001,3,cell_proliferation,indication,Precision@100
JS-min,0.0018750000000000004,3,cell_proliferation,indication,Precision@10
JS-min,0.0027403846153846155,3,cell_proliferation,indication,Precision@K
HGT,0.7296541853391327,3,cell_proliferation,indication,AUPRC
HGT,0.7816207240757093,3,cell_proliferation,indication,AUROC
HGT,0.007374338624338625,3,cell_proliferation,indication,Recall@100
HGT,0.4694274125153168,3,cell_proliferation,indication,Avg Rank
HGT,0.0005,3,cell_proliferation,indication,Precision@100
HGT,0.0,3,cell_proliferation,indication,Precision@10
HGT,0.0002976190476190476,3,cell_proliferation,indication,Precision@K
HAN,0.7124918958259929,3,cell_proliferation,indication,AUPRC
HAN,0.714075928678378,3,cell_proliferation,indication,AUROC
HAN,0.21020252953065452,3,cell_proliferation,indication,Recall@100
HAN,0.6458987055109194,3,cell_proliferation,indication,Avg Rank
HAN,0.010375,3,cell_proliferation,indication,Precision@100
HAN,0.005,3,cell_proliferation,indication,Precision@10
HAN,0.009967548076923077,3,cell_proliferation,indication,Precision@K
RGCN,0.47287603566657993,3,cell_proliferation,indication,AUPRC
RGCN,0.49466212176889035,3,cell_proliferation,indication,AUROC
RGCN,0.09209364964420111,3,cell_proliferation,indication,Recall@100
RGCN,0.7424850142744285,3,cell_proliferation,indication,Avg Rank
RGCN,0.0018125000000000003,3,cell_proliferation,indication,Precision@100
RGCN,0.000625,3,cell_proliferation,indication,Precision@10
RGCN,0.0,3,cell_proliferation,indication,Precision@K
BioBERT,0.8349347575705328,3,cell_proliferation,indication,AUPRC
BioBERT,0.850974063368965,3,cell_proliferation,indication,AUROC
BioBERT,0.09766414712738243,3,cell_proliferation,indication,Recall@100
BioBERT,0.7964296211768574,3,cell_proliferation,indication,Avg Rank
BioBERT,0.00625,3,cell_proliferation,indication,Precision@100
BioBERT,0.0043749999999999995,3,cell_proliferation,indication,Precision@10
BioBERT,0.004774698340874812,3,cell_proliferation,indication,Precision@K
TxGNN,0.9254197521004192,3,cell_proliferation,indication,AUPRC
TxGNN,0.9248652161751559,3,cell_proliferation,indication,AUROC
TxGNN,0.36807651519232404,3,cell_proliferation,indication,Recall@100
TxGNN,0.7511591834147439,3,cell_proliferation,indication,Avg Rank
TxGNN,0.02375,3,cell_proliferation,indication,Precision@100
TxGNN,0.044375,3,cell_proliferation,indication,Precision@10
TxGNN,0.05123696898145428,3,cell_proliferation,indication,Precision@K
Proximity,0.473861796715227,3,cell_proliferation,indication,AUPRC
Proximity,0.5021410472278135,3,cell_proliferation,indication,AUROC
Proximity,0.0022279681103210516,3,cell_proliferation,indication,Recall@100
Proximity,0.5493889061447763,3,cell_proliferation,indication,Avg Rank
Proximity,0.00043750000000000006,3,cell_proliferation,indication,Precision@100
Proximity,0.0,3,cell_proliferation,indication,Precision@10
Proximity,0.0,3,cell_proliferation,indication,Precision@K
DSD-min,0.5092317104781847,4,cell_proliferation,indication,AUPRC
DSD-min,0.5085518485814106,4,cell_proliferation,indication,AUROC
DSD-min,0.014416666666666666,4,cell_proliferation,indication,Recall@100
DSD-min,0.5177971602427898,4,cell_proliferation,indication,Avg Rank
DSD-min,0.00075,4,cell_proliferation,indication,Precision@100
DSD-min,0.0,4,cell_proliferation,indication,Precision@10
DSD-min,0.0,4,cell_proliferation,indication,Precision@K
KL-min,0.5284426461168686,4,cell_proliferation,indication,AUPRC
KL-min,0.5254608427622595,4,cell_proliferation,indication,AUROC
KL-min,0.010096824471824471,4,cell_proliferation,indication,Recall@100
KL-min,0.5087700816386638,4,cell_proliferation,indication,Avg Rank
KL-min,0.00075,4,cell_proliferation,indication,Precision@100
KL-min,0.000625,4,cell_proliferation,indication,Precision@10
KL-min,0.000984848484848485,4,cell_proliferation,indication,Precision@K
JS-min,0.5086611304780515,4,cell_proliferation,indication,AUPRC
JS-min,0.5093416296913821,4,cell_proliferation,indication,AUROC
JS-min,0.01787202380952381,4,cell_proliferation,indication,Recall@100
JS-min,0.49436975644648495,4,cell_proliferation,indication,Avg Rank
JS-min,0.0006875,4,cell_proliferation,indication,Precision@100
JS-min,0.000625,4,cell_proliferation,indication,Precision@10
JS-min,0.00041666666666666664,4,cell_proliferation,indication,Precision@K
HGT,0.5011709601873536,4,cell_proliferation,indication,AUPRC
HGT,0.5011709601873536,4,cell_proliferation,indication,AUROC
HGT,0.0,4,cell_proliferation,indication,Recall@100
HGT,0.5503322587013675,4,cell_proliferation,indication,Avg Rank
HGT,0.0,4,cell_proliferation,indication,Precision@100
HGT,0.0,4,cell_proliferation,indication,Precision@10
HGT,0.0,4,cell_proliferation,indication,Precision@K
HAN,0.6835991535503375,4,cell_proliferation,indication,AUPRC
HAN,0.7035509984697992,4,cell_proliferation,indication,AUROC
HAN,0.2798066349160099,4,cell_proliferation,indication,Recall@100
HAN,0.6834208826128458,4,cell_proliferation,indication,Avg Rank
HAN,0.013500000000000003,4,cell_proliferation,indication,Precision@100
HAN,0.009375,4,cell_proliferation,indication,Precision@10
HAN,0.008195741758241759,4,cell_proliferation,indication,Precision@K
RGCN,0.4749733312976232,4,cell_proliferation,indication,AUPRC
RGCN,0.49568774029364504,4,cell_proliferation,indication,AUROC
